	Predictions													Projections												
surfacer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.309741967	-0.319695727	-0.29832623	-0.289885762	-0.219391386	-0.292207253	-0.353594617	-0.451838399	-0.549173316	-0.401416955	-0.56305261	-0.569846918	-0.501064259
surveyor	2	1	1	1	2	2	1	1	1	2	2	1	1	0.119779854	-0.056055489	-0.076734344	-0.026031062	0.014993625	0.014187209	-0.234647349	-0.010204304	-0.161329246	0.068656007	0.048591277	-0.057336651	-0.061139175
svp	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.089443873	-0.17124914	-0.16821785	-0.274511261	-0.273369883	-0.457202584	-0.402930749	-0.517763216	-0.485666939	-0.542103426	-0.632009165	-0.806490999	-1.140081357
swabber	2	1	1	1	1	1	1	1	1	1	1	1	1	0.044691885	-0.108035472	-0.087053596	-0.071403395	-0.272026888	-0.114563722	-0.241771105	-0.250236856	-0.276586126	-0.203820669	-0.180183455	-0.132046743	-0.570037847
swamper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.294166106	-0.375644869	-0.399944788	-0.435343805	-0.373803193	-0.317018199	-0.495460093	-0.589924626	-0.747818924	-0.776891508	-0.391159184	-0.232866456	-0.344433307
swatcher	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.268938108	-0.294172574	-0.401395702	-0.27626601	-0.07148072	-0.237793232	-0.512788478	-0.478604233	-0.50316025	-0.388008945	-0.095135205	0.129933513	0.282514734
swedger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.119308883	-0.216692635	-0.182021396	-0.151965666	-0.187066098	-0.351941936	-0.408523509	-0.52387049	-0.626603257	-0.677775767	-0.427545991	-0.173398968	-0.288299574
swimmer	2	2	2	2	2	2	2	2	2	2	2	2	2	0.109466254	0.11380168	0.143142713	0.113606643	0.40276388	0.409305245	0.27848689	0.348750425	0.164574297	0.342221176	0.459513923	0.583359706	0.364170056
switcher	1	2	2	2	1	1	1	1	1	1	1	1	1	-0.050621675	0.006962968	0.041350831	0.006906069	-0.083078538	-0.054532413	-0.163504555	-0.296070813	-0.400941043	-0.330677986	-0.192751952	-0.172280388	-0.474480765
switchman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.259908438	-0.208168184	-0.208443561	-0.189272605	-0.135272371	-0.142025198	-0.272534598	-0.335664246	-0.517799822	-0.31113312	-0.048448466	0.136710337	0.078316207
synchronizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.110406662	-0.121844794	-0.179889656	-0.236501037	-0.282252917	-0.215577739	-0.188197342	-0.254026903	-0.273608567	-0.214665666	-0.262541604	-0.098548452	-0.114901792
syruper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.201260039	-0.13284095	-0.197367115	-0.116311537	-0.172894162	-0.178512998	-0.221767891	-0.319362888	-0.262214881	-0.25515572	-0.172740632	0.002687162	-0.321854657
tabber	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.150137619	-0.039834103	-0.136643737	-0.103797867	-0.33949448	-0.204166674	-0.446065394	-0.51617412	-0.567247522	-0.459393678	-0.419112212	-0.217039701	-0.549322913
tableman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.362831148	-0.354103724	-0.373872793	-0.44789113	-0.400572103	-0.419513396	-0.451343731	-0.470139258	-0.460504878	-0.289840484	-0.165735507	-0.04739677	-0.116241554
tagman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.41709833	-0.513296174	-0.634894051	-0.634408527	-0.505750381	-0.500272401	-0.601914515	-0.684121811	-0.798547897	-0.908986552	-0.432253157	-0.054447862	-0.04935854
tailercpa	1	1	1	1	1	2	2	1	1	1	1	1	1	-0.132778682	-0.048434381	-0.115935964	-0.036172896	-0.127729632	0.017612126	0.041034163	-0.077685048	-0.176374224	-0.163437367	-0.138254764	-0.003665264	-0.321612643
tailman	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.49536113	-0.350235075	-0.380939322	-0.421831846	-0.519646732	-0.402057352	-0.455434205	-0.605831887	-0.631069783	-0.443993556	0.021261302	0.336154	0.137479014
talcer	1	1	1	2	2	1	1	1	1	1	2	2	1	-0.051816957	-0.060620944	-0.058384838	0.091440705	0.126648277	-0.089498306	-0.28150891	-0.326279017	-0.268897003	-0.162761465	0.069220462	0.102233463	-0.054319647
tallier	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.269530983	-0.330565086	-0.431828883	-0.43911287	-0.436724764	-0.383266966	-0.327115845	-0.469015395	-0.380847635	-0.334544183	-0.421390314	-0.292083944	-0.38649185
tankerman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.330300543	-0.348315433	-0.376607713	-0.328952533	-0.308527136	-0.184777945	-0.28281413	-0.441255459	-0.535522354	-0.42609948	-0.201353346	0.229791606	-0.020633573
tankman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.495565867	-0.476447958	-0.576307634	-0.608711174	-0.454734735	-0.373948177	-0.547100496	-0.628266523	-0.851569516	-0.605666865	-0.442571293	0.055517004	-0.247957205
tapeman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.408393216	-0.409393072	-0.426412079	-0.38163586	-0.577719158	-0.661844352	-0.659797723	-0.674752723	-0.583276992	-0.574628297	-0.445046081	-0.440424107	-0.330045302
targeteer	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.131041688	-0.139739	-0.135510987	-0.186480399	-0.35402105	-0.245103036	-0.417204236	-0.528540985	-0.503188282	-0.192723757	-0.114709914	0.063817509	-0.316154959
tarper	1	1	1	2	1	1	1	1	1	1	1	1	1	-0.171025155	-0.133722629	-0.014896601	0.011340522	-0.197606647	-0.318224938	-0.60107649	-0.592685201	-0.646259219	-0.578011162	-0.342725215	-0.262431481	-0.434496983
tattooer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.258476579	-0.256441804	-0.330775593	-0.291957799	-0.334266568	-0.274735142	-0.464359265	-0.568726146	-0.740794911	-0.582117058	-0.485301933	-0.254874154	-0.48587655
tawer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.182136854	-0.227352481	-0.111991087	-0.008159466	-0.097652111	-0.075041365	-0.241227489	-0.221356397	-0.344257061	-0.18248739	-0.198548753	-0.313380961	-0.538286677
taxonomist	2	1	1	1	1	1	1	1	1	1	1	2	1	0.01618922	-0.087920465	-0.054852067	-0.126071032	-0.33131251	-0.3097231	-0.39507028	-0.42567532	-0.586188872	-0.520085307	-0.377462325	0.048325155	-0.028209321
teacher	1	1	1	2	2	2	2	2	2	2	2	2	2	-0.147416383	-0.199312363	-0.119275748	0.108314913	0.251277757	0.227167672	0.129970764	0.113826177	0.034796928	0.317851208	0.765403445	0.899757066	0.81773184
tearer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.174689863	-0.239439459	-0.282626229	-0.305931376	-0.372824474	-0.413619616	-0.509407747	-0.593211843	-0.517734001	-0.467531175	-0.296202804	-0.171484696	-0.263138534
teaseler	2	2	2	2	2	2	2	2	1	2	2	2	1	0.01250415	0.172781292	0.214963772	0.162554864	0.133995533	0.343842606	0.096186101	0.021431074	-0.050946354	0.158540302	0.201508561	0.152231977	-0.058409784
technician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.298218543	-0.319900664	-0.37636508	-0.299431586	-0.212347582	-0.13056294	-0.2458897	-0.364048081	-0.351982154	-0.076938402	-0.160893301	-0.096662842	-0.105472341
tectonophysicist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.114347722	-0.198837061	-0.18102416	-0.210004203	-0.101651596	-0.046346265	-0.153198132	-0.265947066	-0.428194261	-0.542584953	-0.697743514	-0.523800559	-0.133310866
telecommunicator	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.066030939	-0.16369358	-0.12743884	-0.194647736	-0.143460499	-0.135693715	-0.082375933	-0.147031034	-0.158192244	-0.12477706	0.206357509	0.379307541	0.45314212
telemarketer	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.131335957	-0.103643109	-0.085439831	-0.103230289	-0.159283343	-0.087474223	-0.141734488	-0.287216299	-0.428346009	-0.317568247	-0.077589816	0.185413621	0.137819779
telepathist	1	1	1	1	1	1	2	2	1	1	2	2	2	-0.212604788	-0.284176802	-0.259488867	-0.145772717	-0.207337053	-0.029477412	0.035619144	0.019987196	-0.098379119	-0.139695487	0.055699519	0.263192228	0.401417882
telephoner	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.18951311	-0.177751831	-0.206438588	-0.129751336	-0.166495123	-0.119493341	-0.110408659	-0.166308435	-0.482115395	-0.316239728	-0.176022309	0.037346767	-0.280321338
teleprinter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.234812445	-0.285441168	-0.232204193	-0.274835325	-0.385475115	-0.218699113	-0.184349891	-0.316357697	-0.273245883	-0.349251054	-0.272322521	-0.181845212	-0.204596787
teleradiologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.100721507	-0.183246368	-0.320654659	-0.384517282	-0.403461115	-0.313861089	-0.332388192	-0.445626145	-0.415175637	-0.345535405	-0.243242725	0.021154849	0.152490636
teletypesetter	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.067605744	-0.048057748	-0.074969906	-0.128467714	-0.172246384	-0.151845421	-0.238894052	-0.327820505	-0.31959602	-0.25854219	-0.071283475	0.112217853	0.278733554
teletypist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.165042138	-0.246904735	-0.238273391	-0.254954571	-0.277318806	-0.301314965	-0.348052667	-0.374716175	-0.408663138	-0.387364168	-0.280817316	-0.041058121	-0.292275043
teller	2	2	2	2	2	2	2	2	1	2	2	2	2	0.315601517	0.44155974	0.372104439	0.195788498	0.215135573	0.238230887	0.035747136	0.119153283	-0.012426115	0.288118893	0.322125174	0.280705785	0.124156022
temperer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.279479244	-0.243392022	-0.245627663	-0.188694429	-0.317692309	-0.418219507	-0.521453405	-0.615762784	-0.533644083	-0.553006136	-0.650267095	-0.554704264	-0.359135502
tenter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.355859821	-0.509424688	-0.529646983	-0.497327255	-0.479331308	-0.523078487	-0.509356117	-0.807500206	-0.742304832	-0.685439687	-0.608880006	-0.362420915	-0.028096758
tenterer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.291856997	-0.362870152	-0.427228596	-0.512757117	-0.469925655	-0.473799968	-0.485867045	-0.683536491	-0.629119929	-0.617602287	-0.578039262	-0.270190198	-0.194666607
tentmaker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.082161575	-0.138124455	-0.192341989	-0.202716188	-0.17169939	-0.265205166	-0.359334612	-0.400286828	-0.393351021	-0.237172606	-0.280663427	-0.216670166	-0.104621806
terminologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.196807453	-0.292414277	-0.262857803	-0.418854618	-0.3289811	-0.425606896	-0.533462819	-0.661722819	-0.611612795	-0.585631249	-0.387556916	-0.030318663	-0.257914591
therapist	2	2	2	2	2	2	2	2	2	2	2	2	2	0.140989147	0.121491433	0.095112256	0.242370372	0.360763988	0.438383005	0.384352359	0.472876953	0.443608086	0.619579481	0.795888727	0.923640613	0.902130729
thermodynamicist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.061603932	-0.07373704	-0.023471188	-0.093044402	-0.087711049	-0.03420376	-0.11912594	-0.144406092	-0.316376876	-0.371484454	-0.494104473	-0.226705661	-0.018103179
threader	1	2	2	2	1	1	1	1	1	1	1	1	1	-0.026498618	0.026108651	0.003031131	0.0759483	-0.009642138	-0.181671734	-0.314389245	-0.446696208	-0.416973722	-0.341154089	-0.42579037	-0.188932673	-0.293088941
ticketer	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.300362181	-0.386145997	-0.423235618	-0.321025176	-0.283393545	-0.205582741	-0.207908362	-0.456751372	-0.463135976	-0.258604893	-0.088383598	0.202706952	0.099596642
tightener	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.084145417	-0.096209347	-0.154808667	-0.250038167	-0.332703346	-0.281456695	-0.37298358	-0.427456849	-0.383442017	-0.267036206	-0.234339453	-0.325765644	-0.726057404
tiler	1	1	1	2	1	1	1	1	1	1	1	1	1	-0.220511968	-0.2063282	-0.104348338	0.012685306	-0.002130522	-0.124301884	-0.193671275	-0.441492148	-0.474555907	-0.504278955	-0.515202312	-0.571606786	-0.72187238
tilesetter	1	2	2	2	2	2	2	1	1	1	1	2	2	-0.004670633	0.026893892	0.07678837	0.060131532	0.060922423	0.254420714	0.109052177	-0.097390253	-0.201804981	-0.104622639	-0.089093808	0.046753605	0.059730727
timekeeper	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.225618647	-0.221070735	-0.272372362	-0.083710195	-0.187359353	-0.162923184	-0.157770397	-0.22110667	-0.343697084	-0.226162364	0.003601572	0.101955091	0.012281097
titrator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.145117245	-0.25288039	-0.28642766	-0.338954143	-0.343936685	-0.603998635	-0.547909807	-0.559120704	-0.503849429	-0.489977003	-0.474224312	-0.281532082	-0.503662122
toggler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.147777841	-0.056954992	-0.139910375	-0.173532559	-0.344055434	-0.205409525	-0.413807463	-0.497085753	-0.616477783	-0.828311853	-0.497279852	-0.256382574	-0.397692618
tonger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.173656181	-0.24098031	-0.301163523	-0.305327057	-0.3067449	-0.297181437	-0.395775612	-0.669982899	-0.698548174	-0.708219586	-0.447440196	-0.30338885	-0.410658467
tongsman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.194797981	-0.398181374	-0.575318483	-0.568807224	-0.662252166	-0.662472857	-0.830584395	-0.831874434	-0.705020214	-0.646111875	-0.392679671	-0.386240714	-0.763598409
tonguer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.283541832	-0.254822712	-0.278507997	-0.248654195	-0.330254005	-0.374103635	-0.545667651	-0.690114321	-0.661506997	-0.513392552	-0.337381878	-0.314049484	-0.47534109
tooler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.369039256	-0.392660956	-0.432290171	-0.314974397	-0.340979588	-0.420896841	-0.4501529	-0.623523945	-0.662391021	-0.545442881	-0.377259206	-0.206024125	-0.573587678
toolmaker	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.095341026	-0.113179045	-0.168740672	-0.072470394	-0.234035803	-0.427004462	-0.41891691	-0.476303296	-0.505269521	-0.339027778	-0.171391727	0.070266203	0.156099582
toolman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.578326014	-0.618023815	-0.63811546	-0.645822822	-0.569382174	-0.601002639	-0.598282368	-0.69504001	-0.710304111	-0.46419243	-0.310074185	-0.101670735	-0.265977502
toolsmith	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.227968494	-0.313219958	-0.307140428	-0.202427449	-0.224241539	-0.202357647	-0.304329734	-0.485108177	-0.516256421	-0.385374642	-0.268599631	-0.070464962	-0.008707407
tosser	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.006911788	-0.036856083	-0.074325569	-0.165270688	-0.317185701	-0.356693348	-0.409051055	-0.454591729	-0.729691025	-0.601129197	-0.536835474	-0.477770623	-0.511080476
toter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.148547773	-0.112181116	-0.080708014	-0.249283486	-0.385516698	-0.293656337	-0.488088706	-0.744989805	-0.645896024	-0.711963182	-0.512164704	-0.422930664	-0.330370343
towerman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.413539818	-0.437810162	-0.434032642	-0.471178534	-0.44484371	-0.453279955	-0.567598695	-0.634596146	-0.531455841	-0.439739948	-0.139233326	0.100422477	-0.019384836
toxicologist	2	2	2	2	2	2	1	1	1	2	2	2	2	0.125585051	0.079896637	0.072389947	0.166888342	0.181929734	0.124317093	-0.049381054	-0.039747505	-0.176302947	0.026055081	0.229997063	0.55700324	0.552160934
trackman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.371474049	-0.345628234	-0.460444649	-0.500737375	-0.527581391	-0.223129485	-0.38683319	-0.530894185	-0.63176785	-0.456524057	-0.323961606	-0.097539284	-0.522679471
trackwalker	1	1	1	1	1	2	1	1	1	1	2	2	1	-0.086537442	-0.165137823	-0.206674233	-0.202183976	-0.124212316	0.140087704	-0.045997065	-0.134890963	-0.27652764	0.005114985	0.117569758	0.311418114	-0.072731852
trader	1	1	1	1	2	1	1	1	1	2	1	1	2	-0.119614899	-0.102709058	-0.143033478	-0.100265611	0.068240735	-0.118465521	-0.315833705	-0.303014775	-0.323550825	0.027341128	-0.221545365	-0.056141768	0.085140535
trainer	1	1	1	1	1	2	1	1	1	2	2	2	2	-0.205780435	-0.30960645	-0.494842892	-0.375787183	-0.337883094	0.007387105	-0.103937595	-0.078846014	-0.154126915	0.239999181	0.491173857	0.427076494	0.092590303
trainman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.368980578	-0.379219659	-0.43319665	-0.327632712	-0.304907253	-0.156876702	-0.176830302	-0.312567895	-0.493934536	-0.197625941	0.000489614	0.373962036	0.308756742
trainmaster	1	1	1	1	2	2	1	1	1	1	2	2	2	-0.27493528	-0.213118459	-0.22340423	-0.074036913	0.004522913	0.0757703	-0.05689865	-0.173442566	-0.34127926	-0.111437624	0.149913558	0.590337591	0.670942645
transcriber	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.147011658	-0.138334402	-0.134826074	-0.208318189	-0.16579703	-0.151643151	-0.257499473	-0.398712044	-0.447112392	-0.550826911	-0.431024176	-0.228973306	0.055357619
transcripter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.177647254	-0.301766409	-0.349825678	-0.305796554	-0.351620921	-0.426060929	-0.31362288	-0.470521694	-0.43350558	-0.349984241	-0.31841009	-0.195912127	-0.493689438
transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.122264784	-0.290654135	-0.339582283	-0.260979957	-0.569576876	-0.646617148	-0.596290389	-0.740058486	-0.572225219	-0.549408849	-0.58479453	-0.905505022	-1.068153403
transcriptionist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.182768998	-0.396348117	-0.481676871	-0.378054752	-0.559841614	-0.606344609	-0.534173461	-0.615755822	-0.450232232	-0.409448162	-0.340866212	-0.161165716	-0.437360368
transferrer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.147924651	-0.053394201	-8.94E-05	-0.038790431	-0.06888922	-0.007330586	-0.097498443	-0.258958369	-0.36072531	-0.287012213	-0.134800358	-0.121699894	-0.32894159
translator	1	1	1	1	1	2	2	2	1	1	2	1	2	-0.059004039	-0.203144702	-0.161102878	-0.056763653	-0.050591121	0.157799441	0.127834358	0.0281632	-0.066028974	-0.09317417	0.066539761	-0.040361972	0.160058236
transliterator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.270880798	-0.385758715	-0.470095492	-0.427000812	-0.507326222	-0.481514083	-0.474174868	-0.647668963	-0.669295926	-0.673294654	-0.466997927	-0.350182952	-0.292658317
transplanter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.259752288	-0.289178103	-0.326946264	-0.198136689	-0.259768494	-0.135138074	-0.284691095	-0.363264258	-0.333251004	-0.322221771	-0.369286022	-0.220452515	-0.654873702
trashman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.262638829	-0.251754726	-0.211325915	-0.327819378	-0.234056166	-0.31712269	-0.385433162	-0.408167135	-0.439647452	-0.305452247	-0.066326153	0.046226821	0.119186345
treasurer	1	1	2	2	1	2	2	1	1	2	2	2	2	-0.006455695	-0.003118541	0.014463018	0.054712534	-0.081934219	0.409252894	0.212457929	-0.012964184	-0.251628822	0.216957383	0.185074253	0.260950121	0.04221316
treater	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.25786366	-0.150654052	-0.119702102	-0.162131666	-0.196404107	-0.133722001	-0.200523312	-0.250145687	-0.295201985	-0.189479255	-0.110677077	0.102464945	-0.277955676
treer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.36041415	-0.447828798	-0.51819666	-0.449136546	-0.426433621	-0.497920956	-0.437034935	-0.465357905	-0.590729488	-0.692312332	-0.545594417	-0.386088804	-0.62711471
trestleman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.137643629	-0.188780532	-0.206315875	-0.324938256	-0.303862439	-0.366738358	-0.367559615	-0.634592706	-0.600569427	-0.603199373	-0.397495391	-0.335854182	-0.401482831
trichologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.329702211	-0.420601092	-0.395767144	-0.538924605	-0.600881452	-0.543794604	-0.517536059	-0.518280974	-0.524268313	-0.443812537	-0.296010694	-0.060528619	-0.355517029
tripoler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.186672221	-0.263563228	-0.237538458	-0.1832712	-0.227516707	-0.31074342	-0.315593418	-0.449495765	-0.471714392	-0.376402566	-0.504977568	-0.275604023	-0.359931051
tripper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.171613859	-0.201744451	-0.236374215	-0.109922564	-0.212716524	-0.291447483	-0.445056243	-0.450175691	-0.496955785	-0.495406814	-0.371383805	-0.3310072	-0.48833377
tromper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.23303466	-0.20820987	-0.192190785	-0.202523458	-0.250347778	-0.201585867	-0.2594965	-0.561396545	-0.571875778	-0.418322228	-0.257167331	-0.188331663	-0.343231831
trucker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.14908629	-0.170497304	-0.229331925	-0.12304357	-0.108999555	-0.170583298	-0.325656491	-0.560150664	-0.684169967	-0.648194687	-0.489723546	-0.3032383	-0.507178832
truckman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.358373046	-0.375256435	-0.447246398	-0.443492116	-0.353068588	-0.30768513	-0.434607983	-0.607472699	-0.683402333	-0.576573418	-0.324451366	-0.06167895	-0.271652099
trucksmith	1	1	1	1	1	2	1	1	1	1	1	1	1	-0.045305096	-0.07689211	-0.068009757	-0.090044887	-0.000532839	0.00971267	-0.27946562	-0.3809706	-0.604131589	-0.526261763	-0.357484996	-0.410052032	-0.224352508
tso	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.305595193	-0.311978671	-0.401489285	-0.255534244	-0.429829598	-0.377244116	-0.429270693	-0.62206622	-0.541503531	-0.460759762	-0.423054347	-0.40567737	-0.754633932
tuckpointer	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.064014253	-0.098555839	-0.130027213	-0.16696764	-0.167475818	-0.105096265	-0.240030375	-0.235068131	-0.322163353	-0.227973197	0.085696589	0.15870724	0.373479662
tufter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.147533351	-0.199713637	-0.132283205	-0.070639284	-0.178315588	-0.238820583	-0.35259044	-0.529448818	-0.460403532	-0.330407533	-0.322540212	-0.304232039	-0.114203977
tunneller	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.117705927	-0.086916627	-0.100480762	-0.157166154	-0.21579025	-0.192070149	-0.413118988	-0.557970211	-0.690222648	-0.77075431	-0.647939896	-0.398487351	-0.35755929
turpentiner	1	1	1	1	1	2	1	1	1	1	1	1	1	-0.025485364	-0.044434705	-0.095506638	-0.005274829	-0.081718514	0.006617287	-0.00164215	-0.218253184	-0.242007746	-0.130258468	-0.143068065	-0.079706054	-0.218505
tutor	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.477838489	-0.626844773	-0.512649958	-0.343708694	-0.137234597	-0.154269971	-0.249073783	-0.230959232	-0.273714012	-0.248504343	-0.16305236	-0.353505309	-0.187409822
twisthand	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.26185495	-0.278988677	-0.211942912	-0.314865629	-0.273971851	-0.266207724	-0.569356311	-0.563925658	-0.488285331	-0.273592387	-0.306143177	-0.189348589	-0.304172715
typer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.283355441	-0.208634667	-0.205274836	-0.197910735	-0.168598112	-0.201259915	-0.136711986	-0.226430935	-0.450766758	-0.424243411	-0.289627725	-0.411356276	-0.449215118
typist	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.325234994	-0.460384849	-0.435016332	-0.431592093	-0.384103042	-0.153785485	-0.270649885	-0.343920567	-0.509975682	-0.467259338	-0.217522346	0.162628662	-0.043966949
ultrasonographer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.125716371	-0.266480003	-0.306370693	-0.332777982	-0.20008533	-0.311026953	-0.359226659	-0.320802349	-0.320712182	-0.317646489	-0.21475159	-0.185005542	-0.258806508
unbundler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.119860031	-0.037474382	-0.077451773	-0.124518341	-0.266662944	-0.179921698	-0.143403754	-0.227980403	-0.238115887	-0.300366461	-0.241391122	-0.228020962	-0.081312429
uncrater	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.192320917	-0.250628568	-0.265911595	-0.311579013	-0.462707407	-0.513250296	-0.500250764	-0.571000532	-0.57914036	-0.531000531	-0.668877658	-0.651726335	-0.457417201
underbaster	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.235576567	-0.203032277	-0.229004349	-0.254476019	-0.177978039	-0.112475364	-0.178195423	-0.391398788	-0.509913787	-0.462880932	-0.458143483	-0.261881522	-0.083587195
undercoater	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.287861799	-0.349166712	-0.411671563	-0.41022324	-0.420159102	-0.385771039	-0.377548522	-0.574450144	-0.701740074	-0.569560675	-0.621980963	-0.435399814	-0.535649728
undercutter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.139192027	-0.154980143	-0.152626495	-0.267376154	-0.358379911	-0.388317965	-0.516290112	-0.705494701	-0.717882347	-0.605907784	-0.402515833	-0.055777098	-0.221686553
